gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
10726,1,3,1/31/1986,12/20/2007,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRIBUNE MEDIA CO,TRCO,896047107,726513,4833,515120
10426,1,3,12/31/1986,12/30/2007,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEMPLE-INLAND INC,TIN,879868107,731939,2631,322130
13041,1,3,11/28/1997,1/1/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYNOVUS FINANCIAL CORP,SNV,87161C501,18349,6020,522110
20423,1,3,2/1/1990,1/28/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAESARS ENTERTAINMENT CORP,CZR,413619107,858339,7990,721120
3054,1,3,5/31/1989,3/30/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIRCUIT CITY STORES INC,CCTYQ,172737108,104599,5731,443112
16784,1,3,6/6/2006,3/30/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMMERCE BANCORP INC/NJ,CBH.1,200519106,715096,6020,522110
11818,1,3,7/1/1998,6/1/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEAR STEARNS COMPANIES INC,BSC.1,73902108,777001,6211,523120
1567,2,3,5/13/2002,6/5/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRANE INC,TT.2,892893108,836102,3585,333415
24287,1,3,12/11/2000,6/10/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMBAC FINANCIAL GROUP INC,AMBC,23139108,874501,6351,524126
2290,1,3,6/30/1970,6/22/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OFFICEMAX INC,OMX,67622P101,12978,5110,424120
2444,1,3,3/31/1973,6/22/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BRUNSWICK CORP,BC,117043109,14930,3510,333618
3555,1,3,6/18/1997,6/30/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COUNTRYWIDE FINANCIAL CORP,CFC.3,222372104,25191,6162,522292
14535,1,3,12/20/2005,6/30/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EW SCRIPPS  -CL A,SSP,811054402,832428,4833,515120
28034,1,3,1/30/2002,7/17/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB LTD,CB,H1467J104,896159,6331,524126
3105,1,3,9/1/1997,7/30/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IHEARTMEDIA INC,IHRT,184502102,1400891,4832,515112
26061,1,3,12/1/2006,8/20/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IAC/INTERACTIVECORP,IAC,44919P508,891103,7370,519130
5074,1,3,8/11/1998,8/26/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ELECTRONIC DATA SYSTEMS CORP,EDS.,285661104,1007456,7370,541513
4601,1,3,8/31/1988,9/10/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FANNIE MAE,FNMA,313586109,310522,6111,522294
15208,1,3,1/2/1992,9/10/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDERAL HOME LOAN MORTG CORP,FMCC,313400301,1026214,6111,522298
30128,1,3,1/12/1998,9/16/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEHMAN BROTHERS HOLDINGS INC,LEHMQ,524908100,806085,6211,523110
9351,1,3,6/30/1976,9/22/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SAFECO CORP,SAF,786429100,86104,6331,524126
11366,1,3,3/31/1982,9/29/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WENDY'S INTERNATIONAL INC,WEN.2,950590109,105668,5812,722211
16243,1,3,7/2/1997,9/29/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WASHINGTON MUTUAL INC,WAMUQ,939322103,,6035,522120
11609,1,3,3/31/1964,10/6/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WRIGLEY (WM) JR CO,WWY,982526105,108601,2060,311340
3964,1,3,10/31/1986,10/21/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DILLARDS INC  -CL A,DDS,254067101,28917,5311,452111
24379,1,3,7/19/1996,10/30/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MGIC INVESTMENT CORP/WI,MTG,552848103,876437,6351,524126
7991,1,3,12/20/2006,11/5/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEREX CORP,TEX,880779103,97216,3530,333923
2504,1,3,3/31/1964,11/10/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNISYS CORP,UIS,909214306,746838,7373,541512
28119,1,3,7/2/2007,11/12/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL GROWTH PPTYS INC,GGP,370023103,1496048,6798,531120
5589,1,3,3/31/1964,11/13/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HERCULES INC,HPC,427056106,46989,2890,325998
1794,1,3,8/31/1989,11/13/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ASHLAND GLOBAL HOLDINGS INC,ASH,44186104,1674862,2820,3251
1663,1,3,6/30/1976,11/18/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANHEUSER-BUSCH COS INC,BUD.2,35229103,310569,2082,312120
8488,1,3,12/31/1974,11/23/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLIED BIOSYSTEMS INC,ABI.3,38149100,77551,2835,325413
6768,1,3,10/31/1984,12/1/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KATE SPADE & CO,KATE,485865109,352363,2300,315
22140,2,3,8/2/1999,12/4/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLIED WASTE INDUSTRIES INC,AW,19589308,848865,4953,562111
28338,1,3,12/31/1999,12/18/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRANSOCEAN LTD,RIG,H8817H100,1451505,1381,213111
13365,1,3,2/27/2006,12/22/2008,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BARR PHARMACEUTICALS INC,BRL,68306109,10081,2834,325412
7267,1,3,6/30/1982,1/1/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MERRILL LYNCH & CO INC,BAC2,590188108,65100,6211,523110
4739,1,3,2/28/1989,1/1/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WACHOVIA CORP,WB.3,929903102,36995,6020,522110
7711,1,3,9/27/1994,1/1/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL CITY CORP,NCC,635405103,69970,6020,522110
10974,1,3,4/30/1987,1/5/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UST INC,UST.1,902911106,811669,2100,312229
17130,1,3,7/1/2004,1/29/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SANTANDER HOLDINGS USA INC,STD2,845905108,811830,6020,522110
4367,1,3,7/22/2005,2/25/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WEATHERFORD INTL PLC,WFT,G48833100,1603923,1381,213111
24032,1,3,12/17/2001,3/3/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JONES GROUP INC,JNY,48020T101,874016,2330,315210
65345,1,3,7/9/2007,3/3/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN CAPITAL LTD,ACAS,02503Y103,817473,6797,523999
10787,1,3,7/31/1989,3/16/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYCO INTERNATIONAL PLC,TYC,G91442106,1608109,3669,334290
11925,1,3,1/16/2001,3/26/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE CORP PLC,NE,G65431101,1458891,1381,213111
27780,1,3,3/23/2007,3/29/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DDR CORP,DDR,23317H102,894315,6798,531120
9217,1,3,9/30/1982,4/1/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROHM AND HAAS CO,ROH,775371107,84792,2821,325211
5073,1,3,3/31/1964,6/2/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL MOTORS CO,GM,62010A105,1467858,3711,33611
177264,2,3,7/2/2007,6/4/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVIDIEN PLC,COV,G2554F113,1385187,3845,334510
177267,2,3,7/2/2007,6/25/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TE CONNECTIVITY LTD,TEL,H84989104,1385157,3678,334417
5959,1,3,3/31/1964,6/30/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INGERSOLL-RAND PLC,IR,G47791101,1466258,3560,333912
174130,1,3,5/18/2006,6/30/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMBARQ CORP,EQ,2.91E+109,1350031,4813,517110
149738,1,3,10/27/2004,7/26/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIT GROUP INC,CIT,125581108,1171825,6172,522220
2845,1,3,3/31/1977,8/18/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTEX CORP,CTX.2,152312104,18532,1531,236117
6994,1,3,11/16/2007,8/31/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MANITOWOC CO,MTW,563571108,61986,3530,333923
3497,1,3,3/31/1964,9/8/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COOPER INDUSTRIES PLC,CBE,G24140108,1141982,3640,3351
1478,1,3,3/31/1964,10/15/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WYETH,WYE,983024100,5187,2834,325412
9459,1,3,3/31/1964,11/3/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHERING-PLOUGH,SGP,806605101,,2834,325412
12689,1,3,3/31/1989,12/20/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KB HOME,KBH,48666K109,795266,1531,236117
13561,1,3,12/3/1996,12/20/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MBIA INC,MBI,55262C100,814585,6351,524126
113419,1,3,6/13/2000,12/20/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONVERGYS CORP,CVG,212485106,1062047,7389,561499
25495,1,3,10/3/2000,12/20/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DYNEGY INC,DYN,26817G300,1379895,1311,221112
64356,1,3,8/30/2001,12/20/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIENA CORP,CIEN,171779309,936395,3661,334210
2270,1,3,1/4/2007,12/22/2009,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENSCO PLC,ESV,G3157S106,314808,1381,213111
12136,1,3,8/1/1992,1/28/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUN MICROSYSTEMS INC,JAVA,866810203,709519,3571,334111
30697,1,3,4/2/2004,2/7/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFFILIATED COMPUTER SERVICES,ACS,8190100,2135,7374,518210
2490,1,3,3/31/1964,2/15/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BURLINGTON NORTHERN SANTA FE,BRK3,12189T104,934612,4011,482111
63800,1,3,11/4/1996,2/28/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IMS HEALTH HOLDINGS INC,IMS,449934108,1595262,8700,541910
119417,1,3,5/14/2001,2/28/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEPSI BOTTLING GROUP INC,PBG,713409100,1076405,2086,31211
2255,1,3,3/31/1976,3/14/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BLACK & DECKER CORP,BDK,91797100,12355,3540,333991
22794,1,3,5/15/2002,4/29/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BJ SERVICES CO,BJS,55482103,864328,1389,213112
28256,1,3,12/29/2004,6/27/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XTO ENERGY INC,XTO,98385X106,868809,1311,211111
8873,1,3,12/1/2006,6/30/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUESTAR CORP,STR,748356102,751652,4923,221210
7409,1,3,7/31/1988,7/14/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MILLIPORE CORP,MIL.2,601073109,66479,3826,334516
9772,1,3,10/2/2006,8/26/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SMITH INTERNATIONAL INC,SII,832110100,721083,2890,325998
125533,1,3,11/5/1999,11/16/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PACTIV CORP,PTV,695257105,1089976,3089,326199
4194,1,3,3/31/1964,12/19/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EASTMAN KODAK CO,KODK,277461109,31235,3861,325992
7866,1,3,11/30/1984,12/19/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEW YORK TIMES CO  -CL A,NYT,650111107,71691,2711,511110
14624,1,3,6/24/1999,12/19/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OFFICE DEPOT INC,ODP,676220106,800240,5940,453210
112033,1,3,10/3/2000,12/19/2010,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KING PHARMACEUTICALS INC,KG,495582108,1047699,2834,325412
7260,1,3,6/30/1968,1/3/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEREDITH CORP,MDP,589433101,65011,2721,511120
29791,1,3,12/12/2000,1/17/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QLOGIC CORP,QLGC,747277101,918386,3570,334118
1279,1,3,12/11/2000,2/27/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLEGHENY ENERGY INC,AYE,17361106,3673,4911,2211
25783,1,3,12/23/2008,2/28/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCAFEE INC,MFE,579064106,890801,7372,511210
61489,1,3,12/1/1994,3/31/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QWEST COMMUNICATION INTL INC,Q.2,749121109,1037949,4813,517110
12233,1,3,12/14/2001,4/3/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENZYME CORP,GENZ,372917104,732485,2836,325414
11910,1,3,10/1/1991,4/27/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOVELL INC,NOVL,670006105,758004,7370,541519
141400,1,3,6/23/2008,6/1/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MASSEY ENERGY CO,MEE,576206106,37748,1220,212112
10332,1,3,3/31/1973,6/30/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RS LEGACY CORP,RSHCQ,7.50E+105,96289,5731,443142
7067,1,3,2/11/2002,7/5/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARSHALL & ILSLEY CORP,MI.1,571837103,1399315,6020,522110
7772,1,3,12/31/1976,9/25/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL SEMICONDUCTOR CORP,NSM.2,637640103,70530,3674,334413
23945,1,3,11/17/2008,10/16/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CEPHALON INC,CEPH,156708109,873364,2834,325412
5860,1,3,3/31/1964,10/31/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ITT INC,ITT,45073V108,216228,3561,333911
137232,1,3,7/13/2000,11/22/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JANUS CAPITAL GROUP INC,JNS,47102X105,1065865,6282,523920
7904,1,3,8/31/1989,12/12/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NICOR INC,GAS.2,654086107,72020,4924,221210
64156,1,3,6/4/2001,12/18/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONSTER WORLDWIDE INC,MWW,611742107,1020416,7370,519130
60992,1,3,5/31/2007,12/18/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNEDISON INC,SUNEQ,86732Y109,945436,3620,335999
29968,1,3,7/1/2008,12/18/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AK STEEL HOLDING CORP,AKS,1547108,918160,3312,331110
10420,1,3,7/3/1995,12/20/2011,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TELLABS INC,TLAB,879664100,317771,3661,334210
26011,1,3,1/4/1999,1/2/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMPUWARE CORP,CPWR,205638109,859014,7372,511210
1995,1,3,3/31/1964,3/13/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSTELLATION ENERGY GRP INC,CEG,210371100,1004440,4931,22111
7186,2,3,8/20/2003,4/3/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEDCO HEALTH SOLUTIONS INC,MHS,58405U102,1170650,5912,446110
10190,1,3,1/31/1985,4/30/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUPERVALU INC,SVU,868536103,95521,5411,445110
4242,1,3,10/26/1999,5/24/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EL PASO CORP,EP,28336L109,1066107,4922,486210
186106,1,3,1/4/2011,5/24/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOTOROLA MOBILITY HLDGS INC,MMI.3,620097105,1495569,3663,334220
14623,1,3,6/19/2000,6/4/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOVELLUS SYSTEMS INC,NVLS.1,670008101,836106,3559,333295
9411,1,3,9/30/1981,6/28/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HILLSHIRE BRANDS CO,HSH,432589109,23666,2013,311612
2783,1,3,8/31/1989,7/1/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESS ENERGY INC,DUK8,743263105,1094093,4911,2211
5229,1,3,3/31/1964,7/30/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GOODRICH CORP,GR,382388106,42542,3728,336413
6307,3,3,3/28/2005,9/4/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEARS HOLDINGS CORP,SHLD,812350106,1310067,5311,452111
61552,1,3,8/13/1999,9/30/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEXMARK INTL INC  -CL A,LXK,529771107,1001288,3577,334118
3905,1,3,6/9/2009,9/30/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEVRY EDUCATION GROUP INC,DV,251893103,730464,8200,611310
162448,1,3,6/2/2011,10/1/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALPHA NATURAL RESOURCES INC,ANRZQ,02076X102,1301063,1220,2121
10156,1,3,3/31/1969,10/4/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNOCO INC,SUN.1,86764P109,95304,2911,324110
3497,1,3,11/23/2011,12/2/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COOPER INDUSTRIES PLC,CBE,G24140108,1141982,3640,3351
4040,1,3,7/31/1984,12/11/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DONNELLEY (R R) & SONS CO,RRD,257867200,29669,2750,32311
62984,1,3,10/29/2007,12/23/2012,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TITANIUM METALS CORP,TIE,888339207,1011657,3350,331491
66731,1,3,4/16/2003,1/1/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDERATED INVESTORS INC,FII,314211103,1056288,6282,523930
12123,1,3,1/20/1998,2/13/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIG LOTS INC,BIG,89302103,768835,5331,452990
160256,1,3,6/30/2009,4/30/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,METROPCS COMMUNICATIONS INC,PCS,591708102,,4812,517212
23877,1,3,8/30/2005,5/8/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVENTRY HEALTH CARE INC,CVH,222862104,1054833,6324,524114
62655,1,3,4/3/2006,5/23/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEAN FOODS CO,DF,242370203,931336,2020,311511
5568,1,3,3/31/1964,6/6/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KRAFT HEINZ CO,KHC,423074103,1637459,2030,31142
4737,1,3,5/6/2002,6/23/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRST HORIZON NATIONAL CORP,FHN,320517105,36966,6020,522110
31122,1,3,5/15/2002,6/30/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APOLLO EDUCATION GROUP INC,APOL,37604105,929887,8200,611310
10984,1,3,7/31/1989,7/8/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SPRINT CORP,S,852061100,101830,4812,517210
14650,1,3,10/1/1998,9/10/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BMC SOFTWARE INC,BMC,55921100,835729,7372,511210
1161,1,3,6/30/1984,9/22/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADVANCED MICRO DEVICES,AMD,7903107,2488,3674,334413
165123,1,3,12/21/2009,9/22/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEIDOS HOLDINGS INC,LDOS,525327102,1336920,7373,541512
14489,1,3,9/6/1996,10/28/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELL TECHNOLOGIES INC,DVMT,24702R101,1571996,3571,334111
166451,1,3,10/25/2007,11/12/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NYSE EURONEXT,NYX,629491101,1368007,6200,523210
8446,1,3,3/31/1964,12/1/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PENNEY (J C) CO,JCP,708160106,1166126,5311,452111
7506,1,3,12/1/1999,12/9/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOLEX INC,MOLX,608554101,67472,3678,334417
10453,1,3,11/15/1999,12/22/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TERADYNE INC,TER,880770102,97210,3825,334515
29241,1,3,7/27/2000,12/22/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VIAVI SOLUTIONS INC,VIAV,925550105,912093,3576,334210
63643,1,3,3/29/2007,12/22/2013,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABERCROMBIE & FITCH  -CL A,ANF,2896207,1018840,5651,448140
118577,1,3,11/24/2008,1/23/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LIFE TECHNOLOGIES CORP,LIFE.3,53217V109,1073431,2836,325414
187128,1,3,1/3/2012,3/23/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WPX ENERGY INC,WPX,98212B103,1518832,1311,211111
3107,1,3,12/21/2009,4/1/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CLIFFS NATURAL RESOURCES INC,CLF,18683K101,764065,1000,212210
1408,1,3,3/31/1964,4/30/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEAM INC,BEAM,73730103,789073,2085,312140
6529,1,3,12/14/1995,5/7/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LSI CORP,LSI.1,502161102,703360,3674,334413
6097,1,3,9/4/2001,6/22/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL GAME TECHNOLOGY,IGT.1,459902102,353944,7990,713210
4843,1,3,11/22/2000,6/30/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOREST LABORATORIES  -CL A,FRX,345838106,38074,2834,325412
23978,1,3,5/1/1991,7/1/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED STATES STEEL CORP,X,912909108,1163302,3312,331110
9258,1,3,1/31/1985,8/18/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROWAN COMPANIES PLC,RDC,G7665A101,85408,1381,213111
142460,1,3,11/20/2006,9/21/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEABODY ENERGY CORP,BTUUQ,704549203,1064728,1220,212111
11300,1,3,12/31/2007,9/21/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GRAHAM HOLDINGS CO,GHC,384637104,104889,8200,611310
28195,1,3,1/30/2001,11/4/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JABIL CIRCUIT INC,JBL,466313103,898293,3672,334412
2154,1,3,9/30/1978,12/4/2014,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEMIS CO INC,BMS,81437105,11199,2670,322220
9359,1,3,11/13/1998,1/26/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SAFEWAY INC,SWY,786514208,86144,5411,445110
177264,2,3,3/1/2011,1/26/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVIDIEN PLC,COV,G2554F113,1385187,3845,334510
28648,1,3,10/5/2012,3/11/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PETSMART INC,PETM,716768106,863157,5990,453910
183257,1,3,9/1/2009,3/17/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAREFUSION CORP,CFN,14170T101,1457543,3841,339112
1920,1,3,6/30/1967,3/22/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVON PRODUCTS,AVP,54303102,8868,2844,325620
15708,1,3,2/7/1992,3/22/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLERGAN INC,AGN.2,18490102,850693,2834,325412
1661,1,3,10/18/2000,3/22/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NABORS INDUSTRIES LTD,NBR,G6359F103,1163739,1381,213111
20653,1,3,4/2/2009,3/22/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DENBURY RESOURCES INC,DNR,247916208,945764,1311,211111
174490,1,3,7/18/2006,4/6/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WINDSTREAM HOLDINGS INC,WIN,97382A200,1282266,4813,517110
147175,1,3,6/11/2008,6/11/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LORILLARD INC,LO,544147101,1424847,2111,312230
11555,1,3,2/22/2007,6/30/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTEGRYS HOLDING INC,WEC3,45822P105,916863,4931,2211
154357,1,3,7/1/2010,6/30/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QEP RESOURCES INC,QEP,74733V100,1108827,1311,211111
11446,1,3,3/31/1964,7/1/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEADWESTVACO CORP,MWV,583334107,1159297,2631,322130
